bl,var_short,jahr,quartal,monat,wert,name_de,name_en,description_de,description_en,type,BL_long,BL_eng
N,GLPEWS,2023,1,1,-16.1526,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPEWS,2023,2,4,-9.9541,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2019,1,1,12.422,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2019,2,4,5.1918,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2019,3,7,-5.9553,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2019,4,10,-7.3147,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2020,1,1,-16.7622,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2020,2,4,-44.4152,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2020,3,7,-39.0542,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2020,4,10,-25.1193,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2021,1,1,-25.7469,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2021,2,4,-4.8918,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2021,3,7,20.0849,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2021,4,10,13.3631,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2022,1,1,10.1156,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2022,2,4,18.1068,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2022,3,7,10.0354,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2022,4,10,-8.0907,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2023,1,1,-7.3662,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,GLPS,2023,2,4,-14.0605,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Niederösterreich,Upper Austria
N,alq,2019,1,1,7.70322235094463,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2019,2,4,6.55594572345493,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2019,3,7,6.62059296331544,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2019,4,10,8.9614506439671,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2020,1,1,11.4617702327131,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2020,2,4,9.28986567997524,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2020,3,7,7.9504316145999,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2020,4,10,10.3803882023052,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2021,1,1,8.47429538357766,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2021,2,4,6.63402745731426,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2021,3,7,6.10275059831594,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2021,4,10,8.02565150144454,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2022,1,1,6.0720081989821,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2022,2,4,5.14534167575487,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2022,3,7,5.16398912753946,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2022,4,10,7.07874618514381,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2023,1,1,5.73352097566321,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,alq,2023,2,4,,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2019,1,1,3.90199385238783,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2019,2,4,3.57428910138302,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2019,3,7,2.21577923603373,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2019,4,10,1.39582047145999,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2020,1,1,-3.99824724987531,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2020,2,4,-12.0450896157876,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2020,3,7,-4.2742436549015,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2020,4,10,-5.91027079587062,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2021,1,1,-2.8318699138968,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2021,2,4,10.4235209890365,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2021,3,7,5.85789407571937,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2021,4,10,5.79518349179933,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2022,1,1,8.91326882795864,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2022,2,4,5.57315398562686,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2022,3,7,1.34476322141648,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2022,4,10,1.96899837429876,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2023,1,1,,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,bip,2023,2,4,,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2019,1,1,2.44514919654331,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2019,2,4,1.6514064418256,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2019,3,7,1.77840377417342,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2019,4,10,1.37581914051312,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2020,1,1,-2.74896632224442,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2020,2,4,-1.457327889126,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2020,3,7,-0.11013585017694,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2020,4,10,0.0609860463261391,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2021,1,1,4.0705340600192,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2021,2,4,3.39675664737149,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2021,3,7,2.10719245009261,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2021,4,10,2.37335255354201,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2022,1,1,2.82786705499958,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2022,2,4,1.77405989819674,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2022,3,7,1.58060457342455,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2022,4,10,1.58070193937723,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2023,1,1,1.13643544086239,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
N,usb,2023,2,4,,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Niederösterreich,Upper Austria
O,BPEW1,2019,1,1,19.4691,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2019,2,4,24.6078,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2019,3,7,17.8784,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2019,4,10,16.3166,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2020,1,1,20.7522,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2020,2,4,15.646,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2020,3,7,14.0131,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2020,4,10,17.1579,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2021,1,1,20.0785,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2021,2,4,43.5851,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2021,3,7,72.396,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2021,4,10,63.3225,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2022,1,1,71.7328,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2022,2,4,83.245,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2022,3,7,61.9707,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2022,4,10,67.871,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2023,1,1,49.9718,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,BPEW1,2023,2,4,25.1561,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2019,1,1,15.261,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2019,2,4,12.8551,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2019,3,7,14.096,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2019,4,10,14.7776,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2020,1,1,13.7308,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2020,2,4,7.3488,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2020,3,7,9.9964,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2020,4,10,12.6151,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2021,1,1,13.0613,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2021,2,4,20.3784,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2021,3,7,25.1901,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2021,4,10,18.7675,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2022,1,1,16.4477,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2022,2,4,6.2842,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
O,GLPEW1,2022,3,7,5.9637,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Oberösterreich,Lower Austria
