treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,6.5,15.6,°°°,Kontrollgruppe,41.7,,,62.2,Kontrollgruppe,55.2,6.2,signifikant,significant,37.7,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,14.6,54.2,°°°,Kontrollgruppe,27,,,55.6,Kontrollgruppe,48.6,6.2,signifikant,significant,23,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,13.2,44.3,°°°,Kontrollgruppe,29.9,,,57.1,Kontrollgruppe,50.1,9.2,signifikant,significant,25.9,9
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,5.3,10.7,***,Treatmentgruppe,54.6,"+5,3***","(+10,7%)",68.6,Treatmentgruppe,61.6,0.8,signifikant,significant,50.6,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,5.3,10.7,***,Treatmentgruppe,54.6,"+5,3***","(+10,7%)",68.6,Treatmentgruppe,61.6,11.8,signifikant,significant,50.6,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,5,10.9,***,Treatmentgruppe,51.2,"+5,0***","(+10,9%)",65.2,Treatmentgruppe,58.2,14.8,signifikant,significant,47.2,15
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,4.3,9.8,***,Treatmentgruppe,48.5,"+4,3***","(+9,8%)",62.5,Treatmentgruppe,55.5,17.8,signifikant,significant,44.5,18
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,3.4,8.2,***,Treatmentgruppe,44.4,"+3,4***","(+8,2%)",58.4,Treatmentgruppe,51.4,1.8,signifikant,significant,40.4,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,3.7,8.6,***,Treatmentgruppe,46.3,"+3,7***","(+8,6%)",60.3,Treatmentgruppe,53.3,20.8,signifikant,significant,42.3,21
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,3.4,8.2,***,Treatmentgruppe,44.4,"+3,4***","(+8,2%)",58.4,Treatmentgruppe,51.4,23.8,signifikant,significant,40.4,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,1.9,5.3,***,Treatmentgruppe,38.6,"+1,9***","(+5,3%)",52.6,Treatmentgruppe,45.6,2.8,signifikant,significant,34.6,36
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,8.4,12.3,***,Treatmentgruppe,76.2,"+8,4***","(+12,3%)",90.2,Treatmentgruppe,83.2,2.8,signifikant,significant,72.2,3
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,1.1,3.2,***,Treatmentgruppe,35,"+1,1***","(+3,2%)",49,Treatmentgruppe,42,3.8,signifikant,significant,31,48
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,1.1,3.4,***,Treatmentgruppe,32.2,"+1,1***","(+3,4%)",46.2,Treatmentgruppe,39.2,4.8,signifikant,significant,28.200000000000003,60
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,0.7,2.3,*,Treatmentgruppe,29.3,"+0,7*","(+2,3%)",43.3,Treatmentgruppe,36.3,5.8,insignifikant,insignificant,25.3,72
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,7.6,13,***,Treatmentgruppe,65.8,"+7,6***","(+13,0%)",79.8,Treatmentgruppe,72.8,5.8,signifikant,significant,61.8,6
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,6.1,11.6,***,Treatmentgruppe,58.9,"+6,1***","(+11,6%)",72.9,Treatmentgruppe,65.9,8.8,signifikant,significant,54.9,9
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,-1.5,-4.3,***,Treatmentgruppe,33.3," -1,5***","( -4,3%)",48.8,Treatmentgruppe,41.8,0.8,signifikant,significant,29.299999999999997,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,-1.5,-4.3,***,Treatmentgruppe,33.3," -1,5***","( -4,3%)",48.8,Treatmentgruppe,41.8,11.8,signifikant,significant,29.299999999999997,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,-1.4,-3.6,***,Treatmentgruppe,36.2," -1,4***","( -3,6%)",51.6,Treatmentgruppe,44.6,14.8,signifikant,significant,32.2,15
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,-0.4,-1.1,**,Treatmentgruppe,38.7," -0,4**","( -1,1%)",53.2,Treatmentgruppe,46.2,17.8,signifikant,significant,34.7,18
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,0.6,1.5,***,Treatmentgruppe,42.2,"+0,6***","(+1,5%)",56.2,Treatmentgruppe,49.2,1.8,signifikant,significant,38.2,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,0.1,0.3,,Treatmentgruppe,40.4,"+0,1","(+0,3%)",54.4,Treatmentgruppe,47.4,20.8,insignifikant,insignificant,36.4,21
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,0.6,1.5,***,Treatmentgruppe,42.2,"+0,6***","(+1,5%)",56.2,Treatmentgruppe,49.2,23.8,signifikant,significant,38.2,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,2,4.4,***,Treatmentgruppe,45.9,"+2,0***","(+4,4%)",59.9,Treatmentgruppe,52.9,2.8,signifikant,significant,41.9,36
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,-2.8,-14.4,***,Treatmentgruppe,16.5," -2,8***","(-14,4%)",33.3,Treatmentgruppe,26.3,2.8,signifikant,significant,12.5,3
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,2.6,5.8,***,Treatmentgruppe,47,"+2,6***","(+5,8%)",61,Treatmentgruppe,54,3.8,signifikant,significant,43,48
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,2.6,5.7,***,Treatmentgruppe,47.7,"+2,6***","(+5,7%)",61.7,Treatmentgruppe,54.7,4.8,signifikant,significant,43.7,60
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,2.7,5.8,***,Treatmentgruppe,48.6,"+2,7***","(+5,8%)",62.6,Treatmentgruppe,55.6,5.8,signifikant,significant,44.6,72
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,-2.6,-9.9,***,Treatmentgruppe,24," -2,6***","( -9,9%)",40.6,Treatmentgruppe,33.6,5.8,signifikant,significant,20,6
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,-2.2,-7.1,***,Treatmentgruppe,29.2," -2,2***","( -7,1%)",45.4,Treatmentgruppe,38.4,8.8,signifikant,significant,25.2,9
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.8,-23.8,***,Treatmentgruppe,12.1," -3,8***","(-23,8%)",29.9,Treatmentgruppe,22.9,0.8,signifikant,significant,8.1,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.8,-23.8,***,Treatmentgruppe,12.1," -3,8***","(-23,8%)",29.9,Treatmentgruppe,22.9,11.8,signifikant,significant,8.1,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.7,-22.5,***,Treatmentgruppe,12.6," -3,7***","(-22,5%)",30.3,Treatmentgruppe,23.3,14.8,signifikant,significant,8.6,15
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.9,-23.4,***,Treatmentgruppe,12.8," -3,9***","(-23,4%)",30.7,Treatmentgruppe,23.7,17.8,signifikant,significant,8.8,18
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-4,-22.9,***,Treatmentgruppe,13.4," -4,0***","(-22,9%)",31.4,Treatmentgruppe,24.4,1.8,signifikant,significant,9.4,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.8,-22.1,***,Treatmentgruppe,13.3," -3,8***","(-22,1%)",31.1,Treatmentgruppe,24.1,20.8,signifikant,significant,9.3,21
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-4,-22.9,***,Treatmentgruppe,13.4," -4,0***","(-22,9%)",31.4,Treatmentgruppe,24.4,23.8,signifikant,significant,9.4,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.9,-20.1,***,Treatmentgruppe,15.5," -3,9***","(-20,1%)",33.4,Treatmentgruppe,26.4,2.8,signifikant,significant,11.5,36
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-5.6,-43.3,***,Treatmentgruppe,7.3," -5,6***","(-43,3%)",26.9,Treatmentgruppe,19.9,2.8,signifikant,significant,3.3,3
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.7,-17,***,Treatmentgruppe,18," -3,7***","(-17,0%)",35.7,Treatmentgruppe,28.7,3.8,signifikant,significant,14,48
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.6,-15.2,***,Treatmentgruppe,20.1," -3,6***","(-15,2%)",37.7,Treatmentgruppe,30.7,4.8,signifikant,significant,16.1,60
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.3,-13.1,***,Treatmentgruppe,22," -3,3***","(-13,1%)",39.3,Treatmentgruppe,32.3,5.8,signifikant,significant,18,72
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-4.9,-32.5,***,Treatmentgruppe,10.2," -4,9***","(-32,5%)",29.2,Treatmentgruppe,22.2,5.8,signifikant,significant,6.199999999999999,6
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-3.9,-24.6,***,Treatmentgruppe,12," -3,9***","(-24,6%)",29.9,Treatmentgruppe,22.9,8.8,signifikant,significant,8,9
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,0.2,0.9,*,Treatmentgruppe,24.9,"+0,2*","(+0,9%)",38.9,Treatmentgruppe,31.9,0.8,insignifikant,insignificant,20.9,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0.2,0.9,*,Treatmentgruppe,24.9,"+0,2*","(+0,9%)",38.9,Treatmentgruppe,31.9,11.8,insignifikant,insignificant,20.9,12
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0.3,1,*,Treatmentgruppe,27.3,"+0,3*","(+1,0%)",41.3,Treatmentgruppe,34.3,14.8,insignifikant,insignificant,23.3,15
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,1,3.4,***,Treatmentgruppe,29.4,"+1,0***","(+3,4%)",43.4,Treatmentgruppe,36.4,17.8,signifikant,significant,25.4,18
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,1.9,6.3,***,Treatmentgruppe,32.5,"+1,9***","(+6,3%)",46.5,Treatmentgruppe,39.5,1.8,signifikant,significant,28.5,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,1.5,5.2,***,Treatmentgruppe,31,"+1,5***","(+5,2%)",45,Treatmentgruppe,38,20.8,signifikant,significant,27,21
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,1.9,6.3,***,Treatmentgruppe,32.5,"+1,9***","(+6,3%)",46.5,Treatmentgruppe,39.5,23.8,signifikant,significant,28.5,24
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,2.6,7.7,***,Treatmentgruppe,35.8,"+2,6***","(+7,7%)",49.8,Treatmentgruppe,42.8,2.8,signifikant,significant,31.799999999999997,36
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-1.3,-9.1,***,Treatmentgruppe,12.9," -1,3***","( -9,1%)",28.1,Treatmentgruppe,21.1,2.8,signifikant,significant,8.9,3
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,3.2,9.1,***,Treatmentgruppe,37.8,"+3,2***","(+9,1%)",51.8,Treatmentgruppe,44.8,3.8,signifikant,significant,33.8,48
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,3.2,8.9,***,Treatmentgruppe,39.4,"+3,2***","(+8,9%)",53.4,Treatmentgruppe,46.4,4.8,signifikant,significant,35.4,60
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,3.6,9.6,***,Treatmentgruppe,41.2,"+3,6***","(+9,6%)",55.2,Treatmentgruppe,48.2,5.8,signifikant,significant,37.2,72
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-1.2,-6.2,***,Treatmentgruppe,18.1," -1,2***","( -6,2%)",33.3,Treatmentgruppe,26.3,5.8,signifikant,significant,14.100000000000001,6
Berufliche Orientierung (BO),Vocational orientation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-0.4,-1.7,**,Treatmentgruppe,22," -0,4**","( -1,7%)",36.4,Treatmentgruppe,29.4,8.8,signifikant,significant,18,9
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,6.9,13.7,***,Treatmentgruppe,56.9,"+6,9***","(+13,7%)",70.9,Treatmentgruppe,63.9,0.8,signifikant,significant,52.9,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,6.9,13.7,***,Treatmentgruppe,56.9,"+6,9***","(+13,7%)",70.9,Treatmentgruppe,63.9,11.8,signifikant,significant,52.9,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,5.6,12.1,***,Treatmentgruppe,52,"+5,6***","(+12,1%)",66,Treatmentgruppe,59,14.8,signifikant,significant,48,15
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,4.5,10.3,***,Treatmentgruppe,48.5,"+4,5***","(+10,3%)",62.5,Treatmentgruppe,55.5,17.8,signifikant,significant,44.5,18
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,3.3,8,***,Treatmentgruppe,44.2,"+3,3***","(+8,0%)",58.2,Treatmentgruppe,51.2,1.8,signifikant,significant,40.2,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,3.6,8.4,***,Treatmentgruppe,46,"+3,6***","(+8,4%)",60,Treatmentgruppe,53,20.8,signifikant,significant,42,21
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,3.3,8,***,Treatmentgruppe,44.2,"+3,3***","(+8,0%)",58.2,Treatmentgruppe,51.2,23.8,signifikant,significant,40.2,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,1.7,4.6,***,Treatmentgruppe,38.3,"+1,7***","(+4,6%)",52.3,Treatmentgruppe,45.3,2.8,signifikant,significant,34.3,36
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,17,25.4,***,Treatmentgruppe,83.9,"+17,0***","(+25,4%)",97.9,Treatmentgruppe,90.9,2.8,signifikant,significant,79.9,3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,1.4,4.1,***,Treatmentgruppe,34.2,"+1,4***","(+4,1%)",48.2,Treatmentgruppe,41.2,3.8,signifikant,significant,30.200000000000003,48
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,1.1,3.5,***,Treatmentgruppe,31.3,"+1,1***","(+3,5%)",45.3,Treatmentgruppe,38.3,4.8,signifikant,significant,27.3,60
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,0.5,1.8,*,Treatmentgruppe,28.7,"+0,5*","(+1,8%)",42.7,Treatmentgruppe,35.7,5.8,insignifikant,insignificant,24.7,72
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,11.6,19.9,***,Treatmentgruppe,69.9,"+11,6***","(+19,9%)",83.9,Treatmentgruppe,76.9,5.8,signifikant,significant,65.9,6
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,8.4,15.7,***,Treatmentgruppe,61.9,"+8,4***","(+15,7%)",75.9,Treatmentgruppe,68.9,8.8,signifikant,significant,57.9,9
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,1,j,-2.6,-7.9,***,Treatmentgruppe,30.7," -2,6***","( -7,9%)",47.3,Treatmentgruppe,40.3,0.8,signifikant,significant,26.7,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,12,m,-2.6,-7.9,***,Treatmentgruppe,30.7," -2,6***","( -7,9%)",47.3,Treatmentgruppe,40.3,11.8,signifikant,significant,26.7,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,15,m,-1.5,-4.2,***,Treatmentgruppe,34.6," -1,5***","( -4,2%)",50.1,Treatmentgruppe,43.1,14.8,signifikant,significant,30.6,15
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,18,m,-0.7,-1.9,***,Treatmentgruppe,37.3," -0,7***","( -1,9%)",52,Treatmentgruppe,45,17.8,signifikant,significant,33.3,18
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,2,j,0.7,1.8,***,Treatmentgruppe,41,"+0,7***","(+1,8%)",55,Treatmentgruppe,48,1.8,signifikant,significant,37,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,21,m,0.3,0.7,*,Treatmentgruppe,39.4,"+0,3*","(+0,7%)",53.4,Treatmentgruppe,46.4,20.8,insignifikant,insignificant,35.4,21
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,24,m,0.7,1.8,***,Treatmentgruppe,41,"+0,7***","(+1,8%)",55,Treatmentgruppe,48,23.8,signifikant,significant,37,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,j,2.2,5,***,Treatmentgruppe,44.9,"+2,2***","(+5,0%)",58.9,Treatmentgruppe,51.9,2.8,signifikant,significant,40.9,36
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,3,m,-9.4,-47.1,***,Treatmentgruppe,10.5," -9,4***","(-47,1%)",33.9,Treatmentgruppe,26.9,2.8,signifikant,significant,6.5,3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,4,j,2.1,4.7,***,Treatmentgruppe,45.9,"+2,1***","(+4,7%)",59.9,Treatmentgruppe,52.9,3.8,signifikant,significant,41.9,48
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,5,j,2.3,5.2,***,Treatmentgruppe,46.3,"+2,3***","(+5,2%)",60.3,Treatmentgruppe,53.3,4.8,signifikant,significant,42.3,60
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,j,2.7,6.2,***,Treatmentgruppe,47.1,"+2,7***","(+6,2%)",61.1,Treatmentgruppe,54.1,5.8,signifikant,significant,43.1,72
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,6,m,-6.7,-25.4,***,Treatmentgruppe,19.7," -6,7***","(-25,4%)",40.4,Treatmentgruppe,33.4,5.8,signifikant,significant,15.7,6
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,-4.1,-13.4,***,Treatmentgruppe,26.2," -4,1***","(-13,4%)",44.3,Treatmentgruppe,37.3,8.8,signifikant,significant,22.2,9
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-4.3,-25.5,***,Treatmentgruppe,12.4," -4,3***","(-25,5%)",30.7,Treatmentgruppe,23.7,0.8,signifikant,significant,8.4,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-4.3,-25.5,***,Treatmentgruppe,12.4," -4,3***","(-25,5%)",30.7,Treatmentgruppe,23.7,11.8,signifikant,significant,8.4,12
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-4.1,-23.5,***,Treatmentgruppe,13.4," -4,1***","(-23,5%)",31.5,Treatmentgruppe,24.5,14.8,signifikant,significant,9.4,15
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.8,-21,***,Treatmentgruppe,14.2," -3,8***","(-21,0%)",32,Treatmentgruppe,25,17.8,signifikant,significant,10.2,18
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-4,-21.2,***,Treatmentgruppe,14.9," -4,0***","(-21,2%)",32.9,Treatmentgruppe,25.9,1.8,signifikant,significant,10.9,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.9,-20.9,***,Treatmentgruppe,14.6," -3,9***","(-20,9%)",32.5,Treatmentgruppe,25.5,20.8,signifikant,significant,10.6,21
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-4,-21.2,***,Treatmentgruppe,14.9," -4,0***","(-21,2%)",32.9,Treatmentgruppe,25.9,23.8,signifikant,significant,10.9,24
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.8,-18.6,***,Treatmentgruppe,16.8," -3,8***","(-18,6%)",34.6,Treatmentgruppe,27.6,2.8,signifikant,significant,12.8,36
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-7.6,-57.7,***,Treatmentgruppe,5.6," -7,6***","(-57,7%)",27.2,Treatmentgruppe,20.2,2.8,signifikant,significant,1.5999999999999996,3
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.4,-14.7,***,Treatmentgruppe,19.9," -3,4***","(-14,7%)",37.3,Treatmentgruppe,30.3,3.8,signifikant,significant,15.899999999999999,48
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.3,-13,***,Treatmentgruppe,22.3," -3,3***","(-13,0%)",39.7,Treatmentgruppe,32.7,4.8,signifikant,significant,18.3,60
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.3,-11.9,***,Treatmentgruppe,24.2," -3,3***","(-11,9%)",41.4,Treatmentgruppe,34.4,5.8,signifikant,significant,20.2,72
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-4.9,-32,***,Treatmentgruppe,10.4," -4,9***","(-32,0%)",29.3,Treatmentgruppe,22.3,5.8,signifikant,significant,6.4,6
Basisqualifizierung (BQ),Basic skills training,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-4.3,-26.6,***,Treatmentgruppe,11.9," -4,3***","(-26,6%)",30.3,Treatmentgruppe,23.3,8.8,signifikant,significant,7.9,9
